identifier,,Unnamed: 0,identifier,topic_num,weight,Department,title,identifier1,topic_num1,weight1,Department1,title1,source,target
f3j67f36,3058322,3058323,f3j67f36,topic7,0.005879004105,Chemistry,Marine Siderophores: Structure and Biosynthesis,f3ms3qtw,topic7,0.05342474213,Philosophy,"Group Agency, Moral Agency, and Moral Patiency",973,1123
f3j67f36,3056866,3056867,f3j67f36,topic19,0.00032900000000000003,Chemistry,Marine Siderophores: Structure and Biosynthesis,f3j964kd,topic19,0.11409234539999999,Political Science,The Protest News Framing Cycle : How News Attention and Framing Change over the Course of a Protest,973,980
f3j67f36,3058026,3058027,f3j67f36,topic25,0.005616861398,Chemistry,Marine Siderophores: Structure and Biosynthesis,f3z899dr,topic25,0.01076145476,Communication,Dynamics of Persuasion in Response to Public Service Announcements,973,1688
f3j67f36,3058859,3058860,f3j67f36,topic7,0.005879004105,Chemistry,Marine Siderophores: Structure and Biosynthesis,f3zc82nn,topic7,0.003715755412,Mathematics,Stochastic 2D Navier-Stokes Equation and Applications to 2D Turbulence,973,1699
f3j67f36,3058309,3058310,f3j67f36,topic7,0.005879004105,Chemistry,Marine Siderophores: Structure and Biosynthesis,f3mg7mqq,topic7,0.1048569528,Biomolecular Science and Engineering,Functional genomics approaches for understanding neurological disorders,973,1108
f3j67f4n,3059481,3059482,f3j67f4n,topic19,0.07019885659,Sociology,Ask Him If You're Being Detained : Bystander resistance in street police encounters,f3w66hxh,topic19,0.007420297977,History,The Dark Side of Rome: A Social History of Nighttime in Ancient Rome,974,1567
f3j67f4n,3060000,3060001,f3j67f4n,topic25,0.001528911317,Sociology,Ask Him If You're Being Detained : Bystander resistance in street police encounters,f3t151s6,topic25,0.04758848587,Chemical Engineering,Distinguishing molecular environments in supported Pt catalysts and their influences on activity and selectivity,974,1435
f3j67f4n,3060443,3060444,f3j67f4n,topic7,0.01744075633,Sociology,Ask Him If You're Being Detained : Bystander resistance in street police encounters,f3np22ks,topic7,0.123342356,Global and International Studies,Measuring the Impact of a Low-Cost Wheelchair Distribution in Southern India,974,1176
f3j67f4n,3060420,3060421,f3j67f4n,topic7,0.01744075633,Sociology,Ask Him If You're Being Detained : Bystander resistance in street police encounters,f3n879mw,topic7,0.020830010819999998,Mechanical Engineering,DNA-stabilized fluorescent silver nanoclusters : A versatile nanomaterial for the specific detection of DNA,974,1153
f3j67f4n,3059360,3059361,f3j67f4n,topic19,0.07019885659,Sociology,Ask Him If You're Being Detained : Bystander resistance in street police encounters,f3sj1hhr,topic19,0.00028,"Molecular, Cellular and Developmental Biology",Functional Analyses of the RNA-dependent Protein Kinase PKR and the Z-DNA Binding Orthologue PKZ in Mammalian Cells,974,1404
f3j9649t,3061138,3061139,f3j9649t,topic17,0.000413,Physics,Dynamics of multicomponent lipid membranes,f3sb43vb,topic17,0.04272942834,Religious Studies,Religious legitimacy and the nation of islam: In re ferguson and muslim inmates' religious rights in the 1950s and 1960s,975,1393
f3j9649t,3062262,3062263,f3j9649t,topic25,0.001603368254,Physics,Dynamics of multicomponent lipid membranes,f3th8jp1,topic25,0.001033147632,Anthropology,"The Culture of Collaboration: The resilience of the peasantry in San Pablo Coatlan, Oaxaca, Mexico",975,1463
f3j9649t,3061417,3061418,f3j9649t,topic19,0.0005690000000000001,Physics,Dynamics of multicomponent lipid membranes,f3nc5z56,topic19,0.000359,Mechanical Engineering,Secure Control Systems: A Control-Theoretic Approach to Cyber-Physical Security,975,1155
f3j9649t,3061012,3061013,f3j9649t,topic17,0.000413,Physics,Dynamics of multicomponent lipid membranes,f3mp51gv,topic17,0.00037,Linguistics,Marking the Unexpected: Evidence from Navajo to Support a Metadiscourse Domain,975,1119
f3j9649t,3062816,3062817,f3j9649t,topic7,0.01829010926,Physics,Dynamics of multicomponent lipid membranes,f3n014q4,topic7,0.003082940283,Linguistics,Folk Taxonomy in Anishinaabemowin : A Linguistic Approach,975,1134
f3j964b8,3063661,3063662,f3j964b8,topic19,0.007420297977,Geography,Modeling Evacuation Vulnerability,f3pn93qm,topic19,0.000588,Psychology,An investigation of the opponent process actions of cocaine on cue-induced drug-seeking behaviors,976,1234
f3j964b8,3063715,3063716,f3j964b8,topic19,0.007420297977,Geography,Modeling Evacuation Vulnerability,f3r20zbc,topic19,0.000389,Electrical and Computer Engineering,Trustworthy Distributed Search and Retrieval over the Internet,976,1312
f3j964b8,3063822,3063823,f3j964b8,topic19,0.007420297977,Geography,Modeling Evacuation Vulnerability,f3td9vgd,topic19,0.000785,Physics,LATTE : A ground-based telescope for measuring the Milky Way Galaxy below 10GHz,976,1460
f3j964b8,3064057,3064058,f3j964b8,topic2,0.05561930614,Geography,Modeling Evacuation Vulnerability,f3v98605,topic2,0.007134699822,Materials,Theoretical Study of Material and Device Properties of Group-III Nitrides,976,1512
f3j964b8,3063548,3063549,f3j964b8,topic19,0.007420297977,Geography,Modeling Evacuation Vulnerability,f3kw5d71,topic19,0.000234,Environmental Science and Management,Technological change in the life cycle assessment of rapidly expanding greenhouse gas mitigation technologies: case studies on thin-film photovoltaics and LED lighting,976,1072
f3j964fm,3066149,3066150,f3j964fm,topic25,0.001471949536,English,Making It New Again: Innovative Poetry and the Reinvention of Ireland at the Turn of the Twenty-First Century,f3vx0dfn,topic25,0.008247256641000001,Political Science,"Rethinking Race, Recognition, and the Politics of Education After Judith Butler's ""Gender Trouble""",977,1545
f3j964fm,3066961,3066962,f3j964fm,topic7,0.016790975969999997,English,Making It New Again: Innovative Poetry and the Reinvention of Ireland at the Turn of the Twenty-First Century,f3tx3f6r,topic7,0.06786424562000001,Linguistics,The Effect of Sociocultural Linguistics Pedagogy on Youth Language Attitudes,977,1493
f3j964fm,3067172,3067173,f3j964fm,topic7,0.016790975969999997,English,Making It New Again: Innovative Poetry and the Reinvention of Ireland at the Turn of the Twenty-First Century,f3zw1j2b,topic7,0.10897593960000002,Geography,Estimating spatio-temporal trends of urban irrigation extent and rate using SPOT 5 imagery in a Mediterranean climate city,977,1728
f3j964fm,3066717,3066718,f3j964fm,topic7,0.016790975969999997,English,Making It New Again: Innovative Poetry and the Reinvention of Ireland at the Turn of the Twenty-First Century,f3pr7sxv,topic7,0.0028410191029999998,East Asian Languages and Cultures,A Life in Dreams: The Dream Motif in the Poetry of Luo Qilan and Ming-Qing Women Writers,977,1237
f3j964fm,3067016,3067017,f3j964fm,topic7,0.016790975969999997,English,Making It New Again: Innovative Poetry and the Reinvention of Ireland at the Turn of the Twenty-First Century,f3w093vq,topic7,0.06714589301,Chemical Engineering,Mechanistic studies of nucleation from solution,977,1553
f3j964g2,3069550,3069551,f3j964g2,topic7,0.001820574851,Electrical and Computer Engineering,Scalable and High Quality Algorithm Design For High Level Synthesis,f3zc82nn,topic7,0.003715755412,Mathematics,Stochastic 2D Navier-Stokes Equation and Applications to 2D Turbulence,978,1699
f3j964g2,3069151,3069152,f3j964g2,topic7,0.001820574851,Electrical and Computer Engineering,Scalable and High Quality Algorithm Design For High Level Synthesis,f3q81b85,topic7,0.007901099364,Chemistry and Biochemistry,Redox reactions of Silica-Supported Catalysts and their Molecular Analogs,978,1270
f3j964g2,3069308,3069309,f3j964g2,topic7,0.001820574851,Electrical and Computer Engineering,Scalable and High Quality Algorithm Design For High Level Synthesis,f3t151tn,topic7,0.002219107018,Geological Sciences,Genesis and Evolution of the Pamir Plateau: a Petrochronologic View,978,1436
f3j964g2,3068639,3068640,f3j964g2,topic25,0.3893361447,Electrical and Computer Engineering,Scalable and High Quality Algorithm Design For High Level Synthesis,f3xg9pb5,topic25,0.000858,Earth Science,"Miocene ungulates from Laguna del Laja, Chile, and an assessment of the Laguna del Laja faunas",978,1644
f3j964g2,3068896,3068897,f3j964g2,topic7,0.001820574851,Electrical and Computer Engineering,Scalable and High Quality Algorithm Design For High Level Synthesis,f3jh3j9q,topic7,0.08703886454,"Ecology, Evolution and Marine Biology",Benthic Processes and Overlying Fish Assemblages Drive the Composition of Benthic Detritus on a Central Pacific Coral Reef,978,989
f3j964hh,3070748,3070749,f3j964hh,topic7,0.001172189036,Chemical Engineering,Microscale solution manipulation using photopolymerized hydrogel membranes and induced charge electroosmosis micropumps,f3t151mz,topic7,0.16451781199999999,Marine Science,Ocean acidification in nearshore marine ecosystems: Natural dynamics of ocean pH variation and impacts on sea urchin larvae,979,1432
f3j964hh,3070369,3070370,f3j964hh,topic7,0.001172189036,Chemical Engineering,Microscale solution manipulation using photopolymerized hydrogel membranes and induced charge electroosmosis micropumps,f3k0727p,topic7,0.09114750783,Education,"How leader behaviors influence task, procedural, and social goals in small group decision making: A mixed methods approach",979,1019
f3j964hh,3070757,3070758,f3j964hh,topic7,0.001172189036,Chemical Engineering,Microscale solution manipulation using photopolymerized hydrogel membranes and induced charge electroosmosis micropumps,f3t43r53,topic7,0.009270611491,Film and Media Studies,"Marshall Plan Films in Italy, 1948--1955: Cinema as Soft Power",979,1441
f3j964hh,3069911,3069912,f3j964hh,topic25,0.12116991490000001,Chemical Engineering,Microscale solution manipulation using photopolymerized hydrogel membranes and induced charge electroosmosis micropumps,f3pz56rw,topic25,0.09247472326999999,Music,"Part One: Musical form as an interaction of algorithmic and manual compositional strategies: An analysis of Curtis Roads's ""Never"" Part Two: A Portfolio of Compositions",979,1246
f3j964hh,3070801,3070802,f3j964hh,topic7,0.001172189036,Chemical Engineering,Microscale solution manipulation using photopolymerized hydrogel membranes and induced charge electroosmosis micropumps,f3tx3cbq,topic7,0.001361043624,Computer Science,Managing and Mining Biological Images,979,1487
f3j964jz,3072280,3072281,f3j964jz,topic25,0.1029406476,Mechanical Engineering,Experimental apparatus for the study of Faraday waves on time-varying domains,f3z03694,topic25,0.01674892566,Music,Part One: Compositional Utilization of Sensory Dissonance. Part Two: A Portfolio of Compositions,980,1673
f3j964jz,3072206,3072207,f3j964jz,topic25,0.1029406476,Mechanical Engineering,Experimental apparatus for the study of Faraday waves on time-varying domains,f3wm1d7j,topic25,0.27454108260000004,Computer Science,Modeling and Calibrating the Distributed Camera,980,1591
f3j964jz,3071978,3071979,f3j964jz,topic25,0.1029406476,Mechanical Engineering,Experimental apparatus for the study of Faraday waves on time-varying domains,f3rb72jq,topic25,0.001341958419,Education,Assessment and Emphasis of Parent-Effective Strategies in Parent Training for Children with Autism: An Exploratory Study,980,1332
f3j964jz,3071555,3071556,f3j964jz,topic19,0.001163427456,Mechanical Engineering,Experimental apparatus for the study of Faraday waves on time-varying domains,f3w9578b,topic19,0.01105763213,Spanish and Portuguese,"Ay Tijuana mi Tijuanita: una iconografia de ciudad, desde las formas breves literarias y extraliterarias",980,1572
f3j964jz,3073230,3073231,f3j964jz,topic7,0.13708880310000002,Mechanical Engineering,Experimental apparatus for the study of Faraday waves on time-varying domains,f3zk5dm8,topic7,0.06351238852999999,Chemistry,Investigation of context-dependent biopolymer folding and assembly,980,1704
f3j964kd,3073338,3073339,f3j964kd,topic14,0.01500720647,Political Science,The Protest News Framing Cycle : How News Attention and Framing Change over the Course of a Protest,f3z0364w,topic14,0.047815314479999996,"Counseling, Clinical and School Psychology",A Multilevel Examination of Students' Problem Behavior: The Importance of School Climate and Classroom Contextual Factors,981,1670
f3j964kd,3075206,3075207,f3j964kd,topic7,0.07543548468,Political Science,The Protest News Framing Cycle : How News Attention and Framing Change over the Course of a Protest,f3xk8cq1,topic7,0.045707571169999996,Economics,Essays on Human and Social Capital Accumulation,981,1649
f3j964kd,3073524,3073525,f3j964kd,topic19,0.11409234539999999,Political Science,The Protest News Framing Cycle : How News Attention and Framing Change over the Course of a Protest,f3pz56rw,topic19,0.001246226295,Music,"Part One: Musical form as an interaction of algorithmic and manual compositional strategies: An analysis of Curtis Roads's ""Never"" Part Two: A Portfolio of Compositions",981,1246
f3j964kd,3074272,3074273,f3j964kd,topic25,0.000977,Political Science,The Protest News Framing Cycle : How News Attention and Framing Change over the Course of a Protest,f3t153fj,topic25,0.08579396397,Political Science,"Education, Foundations, and Transparency : The Role of Philanthropy and Oversight in K-12 Education Reform",981,1437
f3j964kd,3073286,3073287,f3j964kd,topic14,0.01500720647,Political Science,The Protest News Framing Cycle : How News Attention and Framing Change over the Course of a Protest,f3pz571w,topic14,0.00974089969,Mathematics,Limits Under Conjugacy of the Diagonal Cartan Subgroup in SLn(R),981,1252
f3j96669,3075650,3075651,f3j96669,topic19,0.000822,Statistics and Applied Probability,Parameter Estimation for Stable Distributions : Spacings-based and Indirect Inference,f3k072fc,topic19,0.5710334034000001,Global Studies,Transnational Arms Flows in the Syrian Civil War,982,1023
f3j96669,3076173,3076174,f3j96669,topic25,0.2018372211,Statistics and Applied Probability,Parameter Estimation for Stable Distributions : Spacings-based and Indirect Inference,f3js9ndb,topic25,0.0719563556,Geography,Analysis of Geographically Embedded Networks,982,1008
f3j96669,3075519,3075520,f3j96669,topic17,0.000597,Statistics and Applied Probability,Parameter Estimation for Stable Distributions : Spacings-based and Indirect Inference,f3v9865d,topic17,0.028725881610000004,Sociology,"The antechamber of zapatismo: National liberation, civil society, and autonomy",982,1515
f3j96669,3076236,3076237,f3j96669,topic25,0.2018372211,Statistics and Applied Probability,Parameter Estimation for Stable Distributions : Spacings-based and Indirect Inference,f3m61h6q,topic25,0.054183163640000004,Computer Science,Composition Context Photography,982,1082
f3j96669,3077586,3077587,f3j96669,topic7,0.07339278452,Statistics and Applied Probability,Parameter Estimation for Stable Distributions : Spacings-based and Indirect Inference,f3xg9p4g,topic7,0.002408945531,Mechanical Engineering,High Temperature Effects on Algae Production for Biofuel: Numerical Simulation and Growth Experiments,982,1641
f3jd4tqr,3079283,3079284,f3jd4tqr,topic7,0.06468146318,Environmental Science and Management,Ecohydrologic model uncertainty and application in an urban environment: The RHESSys model in Mission Creek,f3qz284t,topic7,0.04724263781,Chemistry and Biochemistry,CuH-Catalyzed Reactions on Allylic Systems,983,1309
f3jd4tqr,3078796,3078797,f3jd4tqr,topic25,0.05739636885,Environmental Science and Management,Ecohydrologic model uncertainty and application in an urban environment: The RHESSys model in Mission Creek,f3v69gs4,topic25,0.125387083,Environmental Science and Management,The Life Cycle Energy-Water Usage Efficiency of Artificial Groundwater Recharge Via the Reuse of Treated Wastewater,983,1510
f3jd4tqr,3079461,3079462,f3jd4tqr,topic7,0.06468146318,Environmental Science and Management,Ecohydrologic model uncertainty and application in an urban environment: The RHESSys model in Mission Creek,f3v122ss,topic7,0.07806456207000001,"Education, Joint Program Cal Poly SLO",Adult Learning in a Computer-Based ESL Acquisition Program,983,1496
f3jd4tqr,3079085,3079086,f3jd4tqr,topic7,0.06468146318,Environmental Science and Management,Ecohydrologic model uncertainty and application in an urban environment: The RHESSys model in Mission Creek,f3mc8x45,topic7,0.00274858316,Film and Media Studies,Workspace Media: The Rise of the Procrastination Economy and the Future of Entertainment,983,1097
f3jd4tqr,3078738,3078739,f3jd4tqr,topic25,0.05739636885,Environmental Science and Management,Ecohydrologic model uncertainty and application in an urban environment: The RHESSys model in Mission Creek,f3t72fn9,topic25,0.051704625149999996,Psychology,Brain Invaders: Exploring the Impact of Platelet Transmigration on Serotonin Signaling in the Medial Prefrontal Cortex,983,1448
f3jd4tr6,3080857,3080858,f3jd4tr6,topic25,0.1882557958,Electrical and Computer Engineering,Edge Interoperability for High-Performance Optical Core Network Routers,f3wd3xp8,topic25,0.025452573050000003,Geography,Individual and Cultural Differences in the Interpretation and Generation of Natural Language Descriptions of Spatial Layout,984,1576
f3jd4tr6,3079699,3079700,f3jd4tr6,topic1,0.003524827888,Electrical and Computer Engineering,Edge Interoperability for High-Performance Optical Core Network Routers,f3pk0d4m,topic1,0.20520274239999997,History,"Re-Visioning Winslow, Arizona: Experiments in the Historical Study of Place Employing a Variety of Personal and Modal Perspectives",984,1226
f3jd4tr6,3080789,3080790,f3jd4tr6,topic25,0.1882557958,Electrical and Computer Engineering,Edge Interoperability for High-Performance Optical Core Network Routers,f3v1230w,topic25,0.17199081649999998,Chemistry,Hetero-structured nanomaterials for surface plasmonic photocatalysis,984,1500
f3jd4tr6,3080614,3080615,f3jd4tr6,topic25,0.1882557958,Electrical and Computer Engineering,Edge Interoperability for High-Performance Optical Core Network Routers,f3qv3jhd,topic25,0.001494217217,Art History,This Charming Symmetry of Contradictions: The Arabesque and the Emerging Bourgeois Family in Philipp Otto Runge's Fall of the Fatherland (1809),984,1299
f3jd4tr6,3080991,3080992,f3jd4tr6,topic26,0.006975085884,Electrical and Computer Engineering,Edge Interoperability for High-Performance Optical Core Network Routers,f3jm27tc,topic26,0.1620182317,Geography,A Temporal Approach to Defining Place Types based on User-Contributed Geosocial Content,984,999
f3jd4tw0,3082079,3082080,f3jd4tw0,topic7,0.017275981090000003,Materials,Overcoming Limitations of Poly(Ethylene Glycol) in Therapeutic Applications by Copolymerization of Functional Epoxide Monomers,f3kw5cz1,topic7,0.2544660298,Geography,A Spatially Distributed Agent-Based Model for Exploring Tuberculosis Risk Factors in Kenya,985,1067
f3jd4tw0,3082081,3082082,f3jd4tw0,topic7,0.017275981090000003,Materials,Overcoming Limitations of Poly(Ethylene Glycol) in Therapeutic Applications by Copolymerization of Functional Epoxide Monomers,f3kw5d1b,topic7,0.001687248253,Materials,Single-molecule manipulation measurements of polymer/solution interactions,985,1069
f3jd4tw0,3081458,3081459,f3jd4tw0,topic25,0.06172718757,Materials,Overcoming Limitations of Poly(Ethylene Glycol) in Therapeutic Applications by Copolymerization of Functional Epoxide Monomers,f3np22dj,topic25,0.05775214727999999,Environmental Science and Management,"The Legal, Ecological, and Economic Landscape for Rights-Based Fishery Management in the United States",985,1173
f3jd4tw0,3082056,3082057,f3jd4tw0,topic7,0.017275981090000003,Materials,Overcoming Limitations of Poly(Ethylene Glycol) in Therapeutic Applications by Copolymerization of Functional Epoxide Monomers,f3k935qs,topic7,0.00115089635,Chemical Engineering,Understanding and Controlling Light Alkane Reactivity on Metal Oxides : Optimization Through Doping,985,1038
f3jd4tw0,3081623,3081624,f3jd4tw0,topic25,0.06172718757,Materials,Overcoming Limitations of Poly(Ethylene Glycol) in Therapeutic Applications by Copolymerization of Functional Epoxide Monomers,f3rv0nht,topic25,0.08825687837000001,Electrical and Computer Engineering,"Co-Optimization of Communication, Motion and Sensing in Mobile Robotic Operations",985,1365
f3jd4txf,3082693,3082694,f3jd4txf,topic21,0.1992171014,Physics,Interfacing Defect Qubits with Nanophotonics in Silicon Carbide,f3jq0z0k,topic21,0.02495388901,Materials,"High-Power, Low-Droop III-Nitrides Based Blue Light-Emitting Diodes",986,1002
f3jd4txf,3083595,3083596,f3jd4txf,topic7,0.000901,Physics,Interfacing Defect Qubits with Nanophotonics in Silicon Carbide,f3ng4ntn,topic7,0.001488987553,Chemistry,"Advances in organic synthesis via micellar catalysis using benign ""designer"" surfactants",986,1167
f3jd4txf,3083736,3083737,f3jd4txf,topic7,0.000901,Physics,Interfacing Defect Qubits with Nanophotonics in Silicon Carbide,f3r49nr4,topic7,0.02296608003,Education,Pedagogy and Practice: Providing Opportunities for Students to Develop Criticality in an Undergraduate Black Studies Course,986,1318
f3jd4txf,3083658,3083659,f3jd4txf,topic7,0.000901,Physics,Interfacing Defect Qubits with Nanophotonics in Silicon Carbide,f3pr7sxv,topic7,0.0028410191029999998,East Asian Languages and Cultures,A Life in Dreams: The Dream Motif in the Poetry of Luo Qilan and Ming-Qing Women Writers,986,1237
f3jd4txf,3082866,3082867,f3jd4txf,topic25,0.050488228729999994,Physics,Interfacing Defect Qubits with Nanophotonics in Silicon Carbide,f3ms3qzp,topic25,0.1331623162,Chemical Engineering,Stochasticity and Synchrony in the Mammalian Circadian Network,986,1126
f3jd4tzw,3086220,3086221,f3jd4tzw,topic7,0.508093433,"Counseling, Clinical and School Psychology",Exploring pathways to posttraumatic growth,f3v122qw,topic7,0.02647459963,Electrical and Computer Engineering,"Modeling, Design, and Fabrication of Carbon Nanostructures for Next-Generation Integrated Circuit Interconnects and Passive Devices",987,1494
f3jd4tzw,3086393,3086394,f3jd4tzw,topic7,0.508093433,"Counseling, Clinical and School Psychology",Exploring pathways to posttraumatic growth,f3z60m6p,topic7,0.1474836101,Psychological and Brain Sciences,Specificity and Transfer in Category Learning,987,1686
f3jd4tzw,3084949,3084950,f3jd4tzw,topic19,0.000493,"Counseling, Clinical and School Psychology",Exploring pathways to posttraumatic growth,f3vh5kxr,topic19,0.02811266705,English,Beyond Words: The Sensuous Turn in Jacobean England,987,1523
f3jd4tzw,3085003,3085004,f3jd4tzw,topic19,0.000493,"Counseling, Clinical and School Psychology",Exploring pathways to posttraumatic growth,f3wq01w5,topic19,0.08367237343999999,French,"Severine, Colette, Andree Viollis: Three Women Writers and the Daily Press in Third-Republic France",987,1593
f3jd4tzw,3086013,3086014,f3jd4tzw,topic7,0.508093433,"Counseling, Clinical and School Psychology",Exploring pathways to posttraumatic growth,f3qc01n1,topic7,0.001390923013,Chemistry and Biochemistry,Total Synthesis of Bioactive Marine Natural Products Inspired by Enolate Chemistry & Developments of New Haloalkylations via Soft Enolizations,987,1276
f3jh3j4g,3088173,3088174,f3jh3j4g,topic7,0.02789158488,Electrical and Computer Engineering,"Contributions to the Understanding of (Aluminum,Gallium)Nitride - Silicon Nitride Interfaces",f3tm789f,topic7,0.001422143751,Statistics and Applied Probability,Stochastic Filtering Problem with Financial Application to High Frequency Trading,988,1472
f3jh3j4g,3087654,3087655,f3jh3j4g,topic25,0.07224433925,Electrical and Computer Engineering,"Contributions to the Understanding of (Aluminum,Gallium)Nitride - Silicon Nitride Interfaces",f3z60m57,topic25,0.06154079965,Chemistry,From Biological Systems to New Materials and Methods,988,1685
f3jh3j4g,3087243,3087244,f3jh3j4g,topic25,0.07224433925,Electrical and Computer Engineering,"Contributions to the Understanding of (Aluminum,Gallium)Nitride - Silicon Nitride Interfaces",f3pc30j3,topic25,0.07279250725,Chemical Engineering,"Bio-inspired, subwavelength surface structures to control reflectivity, transmission, and scattering in the infrared",988,1218
f3jh3j4g,3087931,3087932,f3jh3j4g,topic7,0.02789158488,Electrical and Computer Engineering,"Contributions to the Understanding of (Aluminum,Gallium)Nitride - Silicon Nitride Interfaces",f3pc30j3,topic7,0.00430429797,Chemical Engineering,"Bio-inspired, subwavelength surface structures to control reflectivity, transmission, and scattering in the infrared",988,1218
f3jh3j4g,3088261,3088262,f3jh3j4g,topic7,0.02789158488,Electrical and Computer Engineering,"Contributions to the Understanding of (Aluminum,Gallium)Nitride - Silicon Nitride Interfaces",f3w66j0t,topic7,0.01034142992,Physics,"Aspects of emergent geometry, strings, and branes in gauge / gravity duality",988,1569
f3jh3j5x,3089657,3089658,f3jh3j5x,topic26,0.008767501645,Classics,"Ecce! Art and Text in Ovid's ""Metamorphoses""",f3q2401z,topic26,0.030830606689999998,Marine Science,Best Methods for Obtaining Absolute Water Velocity Profiles from Gliders with ADCPs,989,1259
f3jh3j5x,3089593,3089594,f3jh3j5x,topic25,0.001657170295,Classics,"Ecce! Art and Text in Ovid's ""Metamorphoses""",f3zp45x2,topic25,0.007538367094,Electrical and Computer Engineering,"Towards Joint Optimality of Spatial, Temporal Prediction and Transform Coding of Video Signals",989,1719
f3jh3j5x,3089874,3089875,f3jh3j5x,topic7,0.01051493654,Classics,"Ecce! Art and Text in Ovid's ""Metamorphoses""",f3mg7mdp,topic7,0.05735548232999999,Political Science,East Asian Financial Cooperation: A Closer Look at Negotiation Processes,989,1101
f3jh3j5x,3090058,3090059,f3jh3j5x,topic7,0.01051493654,Classics,"Ecce! Art and Text in Ovid's ""Metamorphoses""",f3qr4v9s,topic7,0.030326290619999998,Electrical and computer engineering,Tractable Quantification of Metastability for Robust Bipedal Locomotion,989,1297
f3jh3j5x,3089397,3089398,f3jh3j5x,topic25,0.001657170295,Classics,"Ecce! Art and Text in Ovid's ""Metamorphoses""",f3v122qw,topic25,0.1447790739,Electrical and Computer Engineering,"Modeling, Design, and Fabrication of Carbon Nanostructures for Next-Generation Integrated Circuit Interconnects and Passive Devices",989,1494
f3jh3j9q,3091386,3091387,f3jh3j9q,topic9,0.027304813639999995,"Ecology, Evolution and Marine Biology",Benthic Processes and Overlying Fish Assemblages Drive the Composition of Benthic Detritus on a Central Pacific Coral Reef,f3ww7fkg,topic9,0.3232521931,Electrical and Computer Engineering,"Design, Fabrication and Characterization of III-Nitride Based Solar Cells",990,1604
f3jh3j9q,3091310,3091311,f3jh3j9q,topic9,0.027304813639999995,"Ecology, Evolution and Marine Biology",Benthic Processes and Overlying Fish Assemblages Drive the Composition of Benthic Detritus on a Central Pacific Coral Reef,f3mg7mf4,topic9,0.1203499264,Chemical Engineering,Morphology Prediction and Manipulation of Real-Complexity Organic Molecular Crystals,990,1102
f3jh3j9q,3090565,3090566,f3jh3j9q,topic15,0.004636089924,"Ecology, Evolution and Marine Biology",Benthic Processes and Overlying Fish Assemblages Drive the Composition of Benthic Detritus on a Central Pacific Coral Reef,f3q23xbs,topic15,0.017987135339999998,"Ecology, Evolution and Marine Biology",Tamarisk (Tamarix spp.) and Desert Riparian Ecosystem Change,990,1256
f3jh3j9q,3090950,3090951,f3jh3j9q,topic7,0.08703886454,"Ecology, Evolution and Marine Biology",Benthic Processes and Overlying Fish Assemblages Drive the Composition of Benthic Detritus on a Central Pacific Coral Reef,f3rv0kvg,topic7,0.002108340905,Chemical Engineering,Computational studies of sequence-specific driving forces in peptide self-assembly,990,1363
f3jh3j9q,3090486,3090487,f3jh3j9q,topic0,0.5199615073,"Ecology, Evolution and Marine Biology",Benthic Processes and Overlying Fish Assemblages Drive the Composition of Benthic Detritus on a Central Pacific Coral Reef,f3wh2n0n,topic0,0.005810860458,"Molecular, Cellular, amd Developmental Biology",Forced in vivo Transdifferentiation and Remodeling of Differentiated Cells and Organs in the Nematode C. elegans,990,1581
f3jh3jb5,3091519,3091520,f3jh3jb5,topic25,0.000705,Materials,Growth Optimization of Metal-polar III-Nitride High-electron-mobility Transistor Structures by Molecular Beam Epitaxy,f3kh0n5b,topic25,0.048938772930000006,"Ecology, Evolution and Marine Biology","Assessing Marine Resources Using Ecology, Fisheries Science, and Expert Judgment",991,1049
f3jh3jb5,3091774,3091775,f3jh3jb5,topic25,0.000705,Materials,Growth Optimization of Metal-polar III-Nitride High-electron-mobility Transistor Structures by Molecular Beam Epitaxy,f3rf5s0h,topic25,0.003336592577,Religious Studies,Religion and Humor,991,1337
f3jh3jb5,3092817,3092818,f3jh3jb5,topic9,0.010849062340000002,Materials,Growth Optimization of Metal-polar III-Nitride High-electron-mobility Transistor Structures by Molecular Beam Epitaxy,f3mg7mp8,topic9,0.36527638149999997,Chemistry and Biochemistry,Alternative Approaches to Group IV Thermoelectric Materials,991,1107
f3jh3jb5,3092312,3092313,f3jh3jb5,topic7,0.01517971825,Materials,Growth Optimization of Metal-polar III-Nitride High-electron-mobility Transistor Structures by Molecular Beam Epitaxy,f3p8492w,topic7,0.002607202428,Sociology,Sometimes I'm Lesbian: Young Women's High School Coming Out Experiences in the Post-Gay Era,991,1209
f3jh3jb5,3091650,3091651,f3jh3jb5,topic25,0.000705,Materials,Growth Optimization of Metal-polar III-Nitride High-electron-mobility Transistor Structures by Molecular Beam Epitaxy,f3p26w7v,topic25,0.02128785815,Film and Media Studies,Vital Communication: Conflict Correspondents in Network Culture,991,1197
f3jh3jcm,3093891,3093892,f3jh3jcm,topic25,0.06985049902000001,Global and International Studies,The Dark Side of Growth,f3qr4v9s,topic25,0.21918741149999998,Electrical and computer engineering,Tractable Quantification of Metastability for Robust Bipedal Locomotion,992,1297
f3jh3jcm,3094037,3094038,f3jh3jcm,topic25,0.06985049902000001,Global and International Studies,The Dark Side of Growth,f3tm783r,topic25,0.001153838915,Sociology,Where's the Gig at? The East Los Angeles Backyard Punk Scene and the Creations of Social Spaces at the Turn of the 21st Century,992,1468
